ticker,name,sector,industry,price,collection
tjx,"the tjx companies, inc.",services,department stores,wiki/tjx,stocks/tjx
tkoi,"telkonet, inc.",technology,scientific & technical instruments,na,stocks/tkoi
tkr,timken co.,industrial goods,machine tools & accessories,wiki/tkr,stocks/tkr
tlab,tellabs inc.,,,na,stocks/tlab
tlf,"tandy leather factory, inc.",consumer goods,textile - apparel footwear & accessories,na,stocks/tlf
tllp,tesoro logistics lp,basic materials,oil & gas equipment & services,na,stocks/tllp
tlr,timberline resources corporation,basic materials,industrial metals & minerals,na,stocks/tlr
tlys,"tilly's, inc.",services,apparel stores,wiki/tlys,stocks/tlys
tmh,"team health holdings, inc.",services,staffing & outsourcing services,wiki/tmh,stocks/tmh
tmhc,taylor morrison home corporation,industrial goods,residential construction,wiki/tmhc,stocks/tmhc
tam,taminco corporation,basic materials,specialty chemicals,wiki/tam,stocks/tam
tmng,"the management network group, inc.",services,management services,na,stocks/tmng
tmo,"thermo fisher scientific, inc.",healthcare,medical laboratories & research,wiki/tmo,stocks/tmo
tmp,tompkins financial corporation,financial,regional - northeast banks,wiki/tmp,stocks/tmp
tnav,"telenav, inc.",technology,scientific & technical instruments,wiki/tnav,stocks/tnav
tnc,tennant company,industrial goods,pollution & treatment controls,wiki/tnc,stocks/tnc
tngn,"tengion, inc.",healthcare,biotechnology,na,stocks/tngn
tngo,"tangoe, inc.",technology,business software & services,wiki/tngo,stocks/tngo
tnh,"terra nitrogen company, l.p.",basic materials,agricultural chemicals,na,stocks/tnh
tof,tofutti brands inc.,consumer goods,food - major diversified,na,stocks/tof
tofc,tower financial corporation,financial,regional - midwest banks,na,stocks/tofc
tol,toll brothers inc.,industrial goods,residential construction,wiki/tol,stocks/tol
torm,tor minerals international inc.,basic materials,specialty chemicals,na,stocks/torm
towr,"tower international, inc.",industrial goods,metal fabrication,wiki/towr,stocks/towr
tpc,tutor perini corporation,industrial goods,heavy construction,wiki/tpc,stocks/tpc
tph,"tri pointe homes, inc.",industrial goods,residential construction,wiki/tph,stocks/tph
tpl,texas pacific land trust,financial,real estate development,na,stocks/tpl
tplm,triangle petroleum corporation,basic materials,independent oil & gas,wiki/tplm,stocks/tplm
tpx,tempur sealy international inc.,consumer goods,home furnishings & fixtures,wiki/tpx,stocks/tpx
tqnt,"triquint semiconductor, inc.",technology,semiconductor - integrated circuits,wiki/tqnt,stocks/tqnt
tr,tootsie roll industries inc.,consumer goods,confectioners,wiki/tr,stocks/tr
trak,"dealertrack technologies, inc.",technology,internet software & services,wiki/trak,stocks/trak
tree,"tree.com, inc.",financial,mortgage investment,wiki/tree,stocks/tree
trex,trex co. inc.,industrial goods,general building materials,wiki/trex,stocks/trex
trc,tejon ranch co.,financial,property management,wiki/trc,stocks/trc
trgt,"targacept, inc.",healthcare,biotechnology,wiki/trgt,stocks/trgt
trip,tripadvisor inc.,technology,internet information providers,wiki/trip,stocks/trip
trit,"tri-tech holding, inc.",,,na,stocks/trit
trla,"trulia, inc.",technology,internet service providers,wiki/trla,stocks/trla
trlg,"true religion apparel, inc.",,,na,stocks/trlg
trmb,trimble navigation limited,technology,scientific & technical instruments,wiki/trmb,stocks/trmb
trmk,trustmark corporation,financial,regional - southeast banks,wiki/trmk,stocks/trmk
trno,terreno realty corp.,financial,reit - industrial,na,na
trns,transcat inc.,technology,scientific & technical instruments,na,stocks/trns
trov,"trovagene, inc.",healthcare,biotechnology,na,stocks/trov
trnx,tornier n.v.,healthcare,medical instruments & supplies,wiki/trnx,stocks/trnx
trovu,"trovagene, inc.",,,na,na
trow,"t. rowe price group, inc.",financial,asset management,wiki/trow,stocks/trow
trr,trc companies inc.,industrial goods,waste management,wiki/trr,stocks/trr
trst,trustco bank corp. ny,financial,regional - northeast banks,wiki/trst,stocks/trst
trt,trio-tech international,technology,semiconductor equipment & materials,na,stocks/trt
trv,"the travelers companies, inc.",financial,property & casualty insurance,wiki/trv,stocks/trv
trxi,"trx, inc.",,,na,stocks/trxi
trw,trw automotive holdings corp.,consumer goods,auto parts,wiki/trw,stocks/trw
tsbk,"timberland bancorp, inc.",financial,savings & loans,na,stocks/tsbk
tsc,"tristate capital holdings, inc.",financial,money center banks,wiki/tsc,stocks/tsc
tsco,tractor supply company,services,"specialty retail, other",wiki/tsco,stocks/tsco
tsh,teche holding company,financial,savings & loans,na,stocks/tsh
tso,tesoro corporation,basic materials,oil & gas refining & marketing,wiki/tso,stocks/tso
tsla,"tesla motors, inc.",consumer goods,auto manufacturers - major,wiki/tsla,stocks/tsla
tspt,"transcept pharmaceuticals, inc.",healthcare,biotechnology,na,stocks/tspt
tsra,tessera technologies inc.,technology,semiconductor equipment & materials,wiki/tsra,stocks/tsra
tsn,"tyson foods, inc.",consumer goods,meat products,wiki/tsn,stocks/tsn
tsro,"tesaro, inc.",healthcare,biotechnology,wiki/tsro,stocks/tsro
tsys,telecommunication systems inc.,technology,application software,wiki/tsys,stocks/tsys
ttc,toro co.,industrial goods,small tools & accessories,wiki/ttc,stocks/ttc
ttec,teletech holdings inc.,services,business services,wiki/ttec,stocks/ttec
ttek,tetra tech inc.,services,technical services,wiki/ttek,stocks/ttek
ttgt,"techtarget, inc.",technology,internet information providers,wiki/ttgt,stocks/ttgt
tti,"tetra technologies, inc.",basic materials,oil & gas equipment & services,wiki/tti,stocks/tti
ttmi,ttm technologies inc.,technology,printed circuit boards,wiki/ttmi,stocks/ttmi
ttph,"tetraphase pharmaceuticals, inc.",healthcare,drug manufacturers - major,wiki/ttph,stocks/ttph
ttwo,take-two interactive software inc.,technology,multimedia & graphics software,wiki/ttwo,stocks/ttwo
tues,tuesday morning corporation,services,"discount, variety stores",wiki/tues,stocks/tues
tumi,"tumi holdings, inc.",services,"specialty retail, other",wiki/tumi,stocks/tumi
tup,tupperware brands corporation,consumer goods,packaging & containers,wiki/tup,stocks/tup
tw,towers watson & co.,services,management services,wiki/tw,stocks/tw
twc,time warner cable inc.,services,catv systems,wiki/twc,stocks/twc
twer,towerstream corporation,technology,diversified communication services,wiki/twer,stocks/twer
twin,"twin disc, incorporated",industrial goods,diversified machinery,wiki/twin,stocks/twin
twmc,trans world entertainment corporation,services,music & video stores,wiki/twmc,stocks/twmc
twi,titan international inc.,consumer goods,rubber & plastics,wiki/twi,stocks/twi
two,two harbors investment corp.,financial,reit - residential,na,na
twtc,tw telecom inc.,technology,telecom services - domestic,wiki/twtc,stocks/twtc
twx,time warner inc.,services,entertainment - diversified,wiki/twx,stocks/twx
txi,texas industries inc.,industrial goods,cement,wiki/txi,stocks/txi
txn,texas instruments inc.,technology,semiconductor - broad line,wiki/txn,stocks/txn
txrh,"texas roadhouse, inc.",services,restaurants,wiki/txrh,stocks/txrh
txt,textron inc.,industrial goods,aerospace/defense - major diversified,wiki/txt,stocks/txt
tyc,tyco international ltd.,services,security & protection services,wiki/tyc,stocks/tyc
tyl,"tyler technologies, inc.",technology,technical & system software,wiki/tyl,stocks/tyl
type,monotype imaging holdings inc.,technology,application software,wiki/type,stocks/type
tzoo,travelzoo inc.,technology,internet information providers,wiki/tzoo,stocks/tzoo
uacl,universal truckload services inc.,services,trucking,wiki/uacl,stocks/uacl
uahc,united american healthcare corp.,,,na,stocks/uahc
ua,"under armour, inc.",consumer goods,textile - apparel clothing,wiki/ua,stocks/ua
ual,"united continental holdings, inc.",services,major airlines,wiki/ual,stocks/ual
uam,universal american corp,healthcare,health care plans,wiki/uam,stocks/uam
uamy,united states antimony corp.,basic materials,industrial metals & minerals,na,stocks/uamy
uan,"cvr partners, lp",basic materials,agricultural chemicals,na,stocks/uan
uba,urstadt biddle properties inc.,financial,reit - retail,na,stocks/uba
ubcp,united bancorp inc.,financial,regional - midwest banks,na,stocks/ubcp
ubfo,united security bancshares,financial,regional - pacific banks,na,stocks/ubfo
ubnk,"united financial bancorp, inc.",financial,savings & loans,wiki/ubnk,stocks/ubnk
ubnt,"ubiquiti networks, inc.",technology,wireless communications,wiki/ubnt,stocks/ubnt
uboh,united bancshares inc.,financial,money center banks,na,stocks/uboh
ubp,urstadt biddle properties inc.,,,na,stocks/ubp
ubsh,union bankshares corporation,financial,regional - mid-atlantic banks,wiki/ubsh,stocks/ubsh
ubsi,united bankshares inc.,financial,regional - mid-atlantic banks,wiki/ubsi,stocks/ubsi
ucfc,united community financial corp.,financial,savings & loans,wiki/ucfc,stocks/ucfc
uci,ubs e-tracs cmci tr etn,,,na,stocks/uci
uctt,ultra clean holdings inc.,technology,semiconductor - specialized,wiki/uctt,stocks/uctt
udr,"udr, inc.",financial,reit - residential,na,stocks/udr
uec,uranium energy corp.,basic materials,industrial metals & minerals,wiki/uec,stocks/uec
ueic,universal electronics inc.,consumer goods,electronic equipment,wiki/ueic,stocks/ueic
ueps,net 1 ueps technologies inc.,services,business services,na,stocks/ueps
ufcs,"united fire group, inc",financial,property & casualty insurance,wiki/ufcs,stocks/ufcs
ufi,unifi inc.,industrial goods,textile industrial,wiki/ufi,stocks/ufi
ufpi,universal forest products inc.,industrial goods,general building materials,wiki/ufpi,stocks/ufpi
ufpt,"ufp technologies, inc.",consumer goods,packaging & containers,wiki/ufpt,stocks/ufpt
ufs,domtar corporation,consumer goods,paper & paper products,wiki/ufs,stocks/ufs
ug,united-guardian inc.,consumer goods,personal products,na,stocks/ug
uhal,amerco,services,rental & leasing services,wiki/uhal,stocks/uhal
ugi,ugi corporation,utilities,diversified utilities,wiki/ugi,stocks/ugi
uht,universal health realty income trust,financial,reit - healthcare facilities,na,stocks/uht
uihc,united insurance holdings corp.,financial,property & casualty insurance,na,stocks/uihc
uil,uil holdings corporation,utilities,gas utilities,wiki/uil,stocks/uil
uis,unisys corporation,technology,information technology services,wiki/uis,stocks/uis
uhs,universal health services inc.,healthcare,hospitals,wiki/uhs,stocks/uhs
ulbi,ultralife corp.,industrial goods,industrial electrical equipment,na,stocks/ulbi
ulgx,"urologix, inc.",healthcare,medical appliances & equipment,na,stocks/ulgx
ulta,"ulta salon, cosmetics & fragrance, inc.",services,"specialty retail, other",wiki/ulta,stocks/ulta
ulti,"the ultimate software group, inc.",technology,internet software & services,wiki/ulti,stocks/ulti
umpq,umpqua holdings corporation,financial,regional - pacific banks,wiki/umpq,stocks/umpq
unam,unico american corp.,financial,property & casualty insurance,na,stocks/unam
unb,"union bankshares, inc.",financial,regional - northeast banks,na,stocks/unb
unf,unifirst corp.,consumer goods,textile - apparel clothing,wiki/unf,stocks/unf
unfi,"united natural foods, inc.",services,food wholesale,wiki/unfi,stocks/unfi
unh,unitedhealth group incorporated,healthcare,health care plans,wiki/unh,stocks/unh
unis,unilife corporation,healthcare,medical instruments & supplies,wiki/unis,stocks/unis
unm,unum group,financial,accident & health insurance,wiki/unm,stocks/unm
unp,union pacific corporation,services,railroads,wiki/unp,stocks/unp
uns,uns energy corporation,utilities,electric utilities,wiki/uns,stocks/uns
untd,"united online, inc.",technology,internet service providers,wiki/untd,stocks/untd
untk,"unitek global services, inc.",services,technical services,na,stocks/untk
unty,unity bancorp inc.,financial,money center banks,na,stocks/unty
upi,"uroplasty, inc.",healthcare,medical appliances & equipment,na,stocks/upi
upip,"unwired planet, inc.",technology,application software,wiki/upip,stocks/upip
upl,ultra petroleum corp.,basic materials,independent oil & gas,wiki/upl,stocks/upl
ups,"united parcel service, inc.",services,air delivery & freight services,wiki/ups,stocks/ups
uqm,uqm technologies inc.,industrial goods,industrial electrical equipment,na,stocks/uqm
urbn,urban outfitters inc.,services,apparel stores,wiki/urbn,stocks/urbn
urg,ur-energy inc.,basic materials,industrial metals & minerals,wiki/urg,stocks/urg
uri,"united rentals, inc.",services,rental & leasing services,wiki/uri,stocks/uri
urre,"uranium resources, inc.",basic materials,industrial metals & minerals,na,stocks/urre
urs,urs corporation,services,technical services,wiki/urs,stocks/urs
urz,uranerz energy corp.,basic materials,industrial metals & minerals,na,stocks/urz
usak,usa truck inc.,services,trucking,na,stocks/usak
usap,universal stainless & alloy products inc.,basic materials,steel & iron,wiki/usap,stocks/usap
usat,usa technologies inc.,services,business services,na,stocks/usat
usatp,"usa technologies, inc.",,,na,na
usb,u.s. bancorp,financial,regional - midwest banks,wiki/usb,stocks/usb
usbi,united security bancshares inc.,financial,regional - southeast banks,na,stocks/usbi
useg,us energy corp.,basic materials,independent oil & gas,na,stocks/useg
usg,usg corporation,industrial goods,general building materials,wiki/usg,stocks/usg
uslm,"united states lime & minerals, inc.",industrial goods,general building materials,wiki/uslm,stocks/uslm
usmd,"usmd holdings, inc.",healthcare,hospitals,wiki/usmd,na
usmo,"usa mobility, inc.",technology,wireless communications,wiki/usmo,stocks/usmo
usna,usana health sciences inc.,healthcare,drug related products,wiki/usna,stocks/usna
ustr,united stationers inc.,services,computers wholesale,wiki/ustr,stocks/ustr
usu,usec inc.,basic materials,industrial metals & minerals,na,stocks/usu
utek,"ultratech, inc.",technology,semiconductor equipment & materials,wiki/utek,stocks/utek
uti,"universal technical institute, inc.",services,education & training services,wiki/uti,stocks/uti
uthr,united therapeutics corporation,healthcare,drug manufacturers - other,wiki/uthr,stocks/uthr
utiw,uti worldwide inc.,services,air delivery & freight services,wiki/utiw,stocks/utiw
utl,unitil corp.,utilities,diversified utilities,wiki/utl,stocks/utl
utx,united technologies corp.,industrial goods,aerospace/defense products & services,wiki/utx,stocks/utx
uuu,universal security instruments inc.,services,security & protection services,na,stocks/uuu
uvsp,univest corporation of pennsylvania,financial,regional - northeast banks,wiki/uvsp,stocks/uvsp
uvv,universal corporation,consumer goods,"tobacco products, other",wiki/uvv,stocks/uvv
uwn,nevada gold & casinos inc.,services,resorts & casinos,na,stocks/uwn
v,visa inc.,financial,credit services,wiki/v,stocks/v
